Age,Assignment_Score,Attendance_Score,Distance_from_Home,Exam_Score,Extracurricular,Family_Income,Gender,Grade,Internet,Learning_Disabilities,Motivation_Level,Parent_Education,Parental_Involvement,Participation,Peer_Influence,Physical_Activity,Resources,Sleep_Hours,Social_Media,Stress_Level,Study_Hours_per_Week,Teacher_Quality,Total_Score,Tutoring_Sessions
23,83.8,82.6,Moderate,71.0,No,Low,Female,C,Yes,No,High,Postgraduate,Low,Yes,Negative,1,High,7,13,Low,13,High,76.9,6
21,87.1,76.8,Far,83.0,No,Medium,Female,C,Yes,Yes,Low,High School,High,No,Neutral,0,Medium,6,0,High,27,High,71.2,6
20,79.2,73.0,Far,62.0,No,High,Male,D,Yes,No,Low,High School,High,Yes,Negative,0,High,4,1,High,5,High,65.4,7
23,63.8,95.4,Far,55.0,Yes,Medium,Female,D,No,Yes,Medium,Postgraduate,High,No,Neutral,0,Medium,8,19,Medium,22,High,63.5,6
21,75.4,58.4,Far,91.0,Yes,Medium,Female,B,Yes,Yes,High,Postgraduate,Medium,No,Neutral,0,Medium,8,26,Low,14,High,80.1,0
23,62.6,50.5,Far,60.0,No,High,Female,D,No,No,Medium,College,High,Yes,Negative,0,High,6,0,Medium,11,High,66.2,6
22,95.2,53.7,Moderate,84.0,Yes,Low,Female,C,No,No,High,Postgraduate,Low,Yes,Negative,1,High,5,13,Low,17,High,78.2,6
19,88.3,61.2,Far,66.0,Yes,Medium,Male,D,No,Yes,Low,Postgraduate,High,No,Neutral,0,Medium,7,2,High,16,High,65.6,0
19,74.6,51.7,Moderate,68.0,No,Low,Male,D,Yes,No,Low,Postgraduate,High,Yes,Positive,5,Low,5,2,High,13,High,64.9,8
23,98.3,75.1,Far,81.0,Yes,Medium,Female,C,Yes,Yes,Medium,High School,High,Yes,Neutral,0,Medium,4,22,Medium,20,High,74.1,6
19,77.3,65.7,Far,83.0,No,High,Female,C,No,No,Low,Postgraduate,High,No,Negative,0,High,6,13,High,21,High,79.9,6
18,66.4,59.0,Far,57.0,No,High,Female,D,Yes,No,Low,College,High,No,Negative,0,High,7,0,High,6,High,60.3,6
23,54.8,87.5,Far,80.0,Yes,Medium,Female,D,Yes,Yes,Low,College,High,No,Neutral,0,Medium,8,0,High,19,High,67.5,0
22,77.2,60.2,Far,61.0,No,High,Male,D,Yes,No,Low,College,High,No,Negative,0,High,5,1,High,22,High,68.4,6
24,93.0,84.4,Far,76.0,No,Medium,Male,C,Yes,Yes,High,High School,High,No,Neutral,0,Low,9,18,Low,6,High,77.5,6
23,93.3,67.5,Moderate,55.0,Yes,Low,Male,C,No,No,High,High School,Low,Yes,Negative,1,High,7,5,Low,21,High,70.2,1
23,80.2,75.6,Far,70.0,Yes,Medium,Male,D,Yes,Yes,High,High School,High,Yes,Neutral,0,High,9,12,Low,24,High,67.4,8
19,69.7,96.7,Far,65.0,Yes,Medium,Female,D,Yes,Yes,Low,Postgraduate,High,No,Neutral,0,Medium,5,19,High,25,High,69.9,6
22,82.5,51.9,Far,95.0,Yes,Medium,Female,B,Yes,Yes,Low,College,High,No,Neutral,0,Medium,6,13,High,5,High,83.9,6
23,88.1,75.0,Far,69.0,No,High,Male,C,No,No,High,High School,High,Yes,Negative,0,High,6,5,Low,21,High,74.5,7
19,70.6,92.7,Far,61.0,Yes,High,Male,D,No,No,Low,High School,High,No,Negative,0,High,6,12,High,24,High,67.0,8
20,73.8,79.4,Far,90.0,Yes,High,Female,C,Yes,Yes,Low,College,Medium,No,Negative,5,High,9,23,High,14,High,70.9,0
22,84.0,63.8,Far,48.0,Yes,Medium,Female,D,Yes,Yes,Low,Postgraduate,High,Yes,Neutral,0,Medium,8,19,High,18,High,68.8,6
21,93.8,69.9,Far,74.0,No,High,Female,C,No,No,Low,College,High,Yes,Negative,0,High,8,13,High,11,High,77.2,6
18,89.6,84.0,Far,76.0,No,High,Female,C,No,No,High,Postgraduate,High,Yes,Negative,0,High,5,13,Low,12,High,70.8,6
21,51.1,94.5,Far,69.0,Yes,High,Female,D,No,No,High,College,High,Yes,Negative,0,High,6,0,Low,17,High,68.9,8
24,56.2,52.0,Far,48.0,No,High,Male,D,No,No,High,High School,High,Yes,Negative,0,Low,5,3,Low,8,High,66.8,7
22,92.6,53.6,Far,60.0,Yes,High,Male,C,Yes,No,Low,Postgraduate,High,No,Negative,0,High,8,2,High,13,High,70.4,8
23,91.7,66.2,Far,75.0,No,Medium,Female,C,Yes,Yes,High,Postgraduate,Medium,No,Neutral,4,Medium,6,2,Low,11,Low,71.9,0
19,69.4,61.6,Far,55.0,No,Medium,Female,D,No,Yes,High,High School,High,Yes,Neutral,0,Medium,9,0,Low,10,High,66.0,6
24,79.2,63.2,Far,82.0,No,High,Male,C,Yes,No,Low,Postgraduate,High,No,Negative,0,Low,6,2,High,16,High,70.2,8
22,95.3,61.1,Far,62.0,Yes,High,Female,D,No,No,Low,Postgraduate,High,No,Negative,0,High,5,19,High,25,High,67.8,6
18,95.6,59.8,Far,85.0,Yes,Medium,Male,B,No,Yes,Low,High School,High,No,Neutral,0,Medium,9,5,High,10,High,82.7,0
22,89.2,56.5,Far,72.0,No,Medium,Male,C,Yes,Yes,Low,High School,High,No,Neutral,0,Medium,8,15,High,21,High,76.0,6
24,60.5,96.7,Far,88.0,No,High,Male,C,No,No,Medium,Postgraduate,High,No,Negative,0,Low,7,2,Medium,10,High,77.2,6
19,86.5,57.2,Moderate,83.0,Yes,Low,Male,C,Yes,No,Low,High School,Low,No,Negative,1,High,8,5,High,8,High,76.9,8
21,55.0,60.2,Near,68.0,Yes,High,Female,C,Yes,No,High,High School,High,No,Positive,0,Low,9,6,Low,28,High,73.7,8
20,94.7,62.3,Moderate,50.0,No,Low,Female,C,Yes,No,Low,Postgraduate,Low,Yes,Negative,1,High,8,13,High,20,High,76.0,6
21,57.5,96.6,Near,80.0,Yes,High,Male,C,Yes,No,High,High School,High,Yes,Neutral,0,High,8,2,Low,7,High,72.6,2
19,83.1,87.8,Moderate,74.0,Yes,Low,Female,D,Yes,No,Low,Postgraduate,Low,Yes,Negative,1,High,5,19,High,20,High,68.0,6
24,80.5,89.5,Moderate,68.0,No,Low,Female,C,No,No,High,Postgraduate,High,No,Positive,5,Low,7,4,Low,8,High,77.8,6
19,88.8,55.2,Far,59.0,No,High,Female,D,Yes,No,High,Postgraduate,High,No,Negative,0,High,8,26,Low,26,High,65.0,6
18,77.6,91.8,Far,85.0,Yes,Medium,Female,D,No,Yes,Low,College,High,No,Neutral,0,Medium,7,0,High,10,High,69.8,6
22,53.0,70.4,Near,85.0,Yes,Medium,Male,C,Yes,No,Low,College,High,Yes,Neutral,4,High,7,2,High,24,High,72.2,8
22,85.3,63.1,Far,78.0,No,Medium,Female,C,Yes,Yes,Low,College,High,Yes,Neutral,0,Medium,9,13,High,9,High,74.7,6
21,69.2,78.8,Far,78.0,No,Medium,Male,C,No,Yes,Low,Postgraduate,High,No,Neutral,0,Medium,6,2,High,18,High,75.1,7
24,66.0,91.1,Far,87.0,Yes,High,Male,C,Yes,No,Low,College,High,Yes,Negative,0,Low,7,24,High,27,High,77.7,8
20,99.6,88.9,Moderate,63.0,No,Low,Female,D,Yes,No,Low,Postgraduate,Low,Yes,Negative,1,High,7,19,High,11,High,64.1,6
20,79.5,94.5,Far,81.0,No,Medium,Male,C,Yes,Yes,Low,College,High,No,Neutral,0,Medium,6,2,High,6,High,75.5,7
18,85.5,96.4,Far,88.0,No,High,Female,B,No,No,High,College,High,Yes,Negative,0,High,6,13,Low,18,High,82.6,6
19,76.3,61.9,Far,54.0,Yes,High,Female,C,Yes,No,Low,High School,High,Yes,Negative,0,High,8,6,High,8,Low,70.1,6
18,88.5,71.2,Far,53.0,No,Medium,Male,D,Yes,Yes,High,College,High,No,Neutral,0,Medium,9,1,Low,22,High,60.7,6
22,87.6,50.7,Far,87.0,Yes,Medium,Female,C,No,Yes,Low,College,High,No,Neutral,0,Medium,7,6,High,19,High,73.6,0
23,82.9,94.0,Far,70.0,No,Medium,Male,C,No,Yes,Low,High School,High,Yes,Neutral,0,Medium,6,2,High,13,High,77.1,6
23,99.9,57.7,Far,63.0,No,Medium,Male,D,No,Yes,High,Postgraduate,High,Yes,Neutral,0,Medium,8,2,Low,22,High,65.0,6
23,73.0,93.1,Far,54.0,Yes,High,Female,F,Yes,No,Low,Postgraduate,High,No,Negative,0,High,9,13,High,10,High,57.3,6
19,85.3,66.5,Far,58.0,Yes,High,Female,C,Yes,No,Low,Postgraduate,High,Yes,Negative,0,High,4,6,High,27,High,76.5,6
18,89.9,68.4,Moderate,78.0,Yes,Low,Female,C,Yes,No,High,Postgraduate,Low,No,Negative,1,High,7,6,Low,13,High,73.6,5
24,68.8,52.0,Far,66.0,No,Low,Male,D,Yes,No,Low,College,Low,No,Negative,1,Low,7,3,High,23,High,66.3,8
21,72.9,66.3,Far,69.0,Yes,High,Female,C,Yes,No,Low,High School,High,No,Negative,0,High,7,27,High,11,High,70.4,6
22,98.5,94.4,Moderate,63.0,No,Low,Male,C,Yes,No,Medium,College,Low,Yes,Negative,0,High,4,14,Medium,22,High,73.7,6
23,51.6,51.3,Far,80.0,Yes,High,Male,D,Yes,No,Low,College,High,Yes,Negative,0,High,9,1,High,5,High,65.7,8
24,66.8,70.3,Far,62.0,Yes,Medium,Female,D,Yes,Yes,Low,High School,High,Yes,Neutral,0,Low,4,0,High,11,High,63.3,8
20,74.3,51.6,Far,58.0,No,High,Female,D,Yes,No,Low,High School,High,Yes,Positive,5,Low,6,0,High,6,Medium,66.1,8
18,50.1,68.6,Far,58.0,No,Medium,Female,C,Yes,Yes,Low,Postgraduate,High,Yes,Neutral,0,High,6,13,High,15,High,73.0,6
22,95.0,58.6,Far,63.0,Yes,Medium,Male,C,Yes,Yes,High,College,High,No,Neutral,0,High,8,15,Low,15,High,72.9,2
22,64.3,62.6,Far,58.0,No,High,Female,D,Yes,No,High,Postgraduate,High,Yes,Negative,0,High,7,19,Low,13,High,67.5,6
20,62.9,93.9,Far,64.0,Yes,High,Male,D,Yes,No,High,College,High,Yes,Negative,0,High,4,1,Low,29,High,61.1,7
20,91.0,71.8,Far,77.0,Yes,Medium,Female,C,No,Yes,Low,High School,High,No,Neutral,0,Medium,5,27,High,10,High,70.6,6
20,63.9,63.7,Moderate,76.0,Yes,Low,Female,C,Yes,No,Low,High School,Low,No,Negative,0,High,6,12,High,24,High,74.2,8
23,82.9,79.5,Far,94.0,Yes,High,Male,A,No,Yes,Low,Postgraduate,High,Yes,Negative,4,High,8,2,High,15,Medium,91.2,0
23,91.1,57.1,Far,86.0,Yes,Medium,Male,C,Yes,Yes,Low,Postgraduate,High,No,Neutral,0,Medium,9,2,High,12,High,70.7,0
18,89.6,63.0,Moderate,84.0,Yes,Low,Female,B,No,No,Medium,Postgraduate,Low,No,Negative,1,High,6,13,Medium,9,High,84.6,6
20,89.1,77.3,Moderate,75.0,Yes,Low,Female,C,No,No,High,Postgraduate,Low,Yes,Negative,1,High,7,13,Low,20,High,73.4,5
21,54.4,61.9,Far,92.0,No,Medium,Female,C,No,Yes,Low,High School,High,Yes,Neutral,0,Medium,6,27,High,12,High,76.1,6
22,54.0,84.0,Far,73.0,No,High,Female,F,Yes,No,Low,Postgraduate,High,No,Negative,0,High,7,20,High,24,High,59.3,6
20,65.3,74.6,Moderate,48.0,No,Low,Female,D,No,No,Medium,High School,Low,No,Negative,1,High,7,0,Medium,28,High,63.7,6
22,51.8,88.6,Moderate,62.0,Yes,Low,Male,D,No,No,High,College,Low,Yes,Negative,1,High,7,1,Low,10,High,63.7,1
19,75.0,97.4,Moderate,92.0,Yes,Low,Male,B,No,No,Low,Postgraduate,High,Yes,Negative,1,High,6,8,High,7,High,84.0,8
24,69.7,55.8,Far,87.0,No,Medium,Male,C,No,Yes,High,Postgraduate,High,Yes,Neutral,0,Low,8,2,Low,12,High,77.4,6
19,77.8,66.7,Moderate,69.0,Yes,Low,Male,C,Yes,No,Low,Postgraduate,Low,Yes,Negative,1,High,8,2,High,16,High,77.8,8
20,64.9,66.0,Moderate,69.0,No,Low,Female,D,No,No,Low,High School,Low,Yes,Negative,1,High,9,0,High,11,High,66.1,6
22,74.3,57.6,Far,65.0,Yes,Medium,Male,D,Yes,Yes,Low,Postgraduate,High,Yes,Neutral,0,Low,6,16,High,28,Medium,67.8,8
24,66.7,90.5,Moderate,77.0,No,Low,Male,D,Yes,No,High,Postgraduate,Low,No,Negative,1,Low,4,3,Low,23,High,63.1,8
19,59.8,88.0,Far,71.0,Yes,Medium,Male,C,No,Yes,High,College,High,No,Neutral,0,Medium,7,2,Low,28,High,70.5,0
20,82.5,74.2,Moderate,84.0,Yes,Low,Female,B,Yes,No,High,Postgraduate,Low,Yes,Negative,1,High,8,9,Low,13,High,81.3,6
22,83.7,76.9,Far,75.0,Yes,Medium,Male,C,No,Yes,High,High School,Medium,No,Neutral,4,Medium,9,5,Low,12,Low,71.8,0
20,91.5,53.0,Near,72.0,No,Medium,Female,C,Yes,No,Low,High School,High,No,Neutral,4,Medium,4,27,High,14,High,72.2,6
23,93.7,77.8,Far,91.0,No,High,Male,B,Yes,No,High,College,High,No,Negative,0,High,8,8,Low,17,High,85.2,7
22,85.2,89.6,Far,71.0,Yes,High,Female,D,Yes,No,Low,College,High,Yes,Negative,0,Medium,7,26,High,23,High,69.6,6
19,84.4,78.7,Far,81.0,Yes,Medium,Male,B,No,Yes,Low,High School,High,Yes,Neutral,0,Medium,6,5,High,26,High,84.0,8
20,52.8,63.3,Far,66.0,Yes,Medium,Female,C,Yes,Yes,High,High School,High,No,Neutral,0,Medium,5,27,Low,16,High,70.2,0
19,55.5,83.4,Moderate,70.0,No,Low,Male,C,Yes,No,Low,College,Low,Yes,Negative,1,High,8,2,High,11,High,70.7,7
20,90.6,68.1,Moderate,78.0,No,Low,Female,C,Yes,No,High,College,Low,No,Negative,1,High,6,13,Low,12,High,75.9,6
18,61.6,77.2,Far,64.0,Yes,High,Female,C,No,No,Medium,College,High,Yes,Negative,1,Medium,7,27,Medium,21,High,72.0,6
19,67.8,74.4,Moderate,77.0,Yes,Low,Male,C,No,No,Low,Postgraduate,Low,Yes,Negative,1,High,7,2,High,18,High,72.2,8
19,57.3,69.1,Far,70.0,No,Medium,Female,C,No,Yes,Medium,High School,High,Yes,Neutral,0,Medium,5,12,Medium,16,High,71.2,6
21,59.8,85.9,Far,84.0,No,Medium,Female,D,Yes,Yes,High,High School,High,No,Neutral,0,Medium,8,0,Low,9,High,69.2,6
24,88.8,94.2,Far,82.0,Yes,Medium,Male,B,No,Yes,High,College,High,No,Neutral,0,Low,6,3,Low,26,High,82.3,8
23,63.1,50.3,Moderate,85.0,Yes,Low,Male,B,Yes,No,Medium,Postgraduate,Low,No,Negative,1,High,8,8,Medium,23,High,80.3,1
19,72.4,96.7,Moderate,56.0,Yes,Low,Female,F,Yes,No,High,High School,Low,Yes,Negative,1,High,6,0,Low,7,High,58.5,8
22,57.6,75.6,Far,76.0,No,Medium,Male,C,Yes,Yes,High,High School,High,Yes,Neutral,0,Medium,4,12,Low,13,High,76.0,6
24,83.9,85.0,Moderate,67.0,Yes,Low,Male,D,No,No,High,Postgraduate,Low,Yes,Negative,1,High,8,3,Low,18,Low,69.9,1
20,86.4,92.8,Far,81.0,Yes,Medium,Male,B,Yes,Yes,Low,Postgraduate,High,No,Neutral,0,Medium,8,8,High,15,High,81.8,0
18,68.1,73.4,Far,59.0,No,Medium,Female,D,No,Yes,Medium,Postgraduate,High,Yes,Neutral,0,Medium,5,19,Medium,14,High,63.1,6
22,89.2,91.8,Far,95.0,Yes,Medium,Female,B,No,Yes,High,Postgraduate,High,No,Neutral,0,Medium,7,13,Low,22,High,82.7,6
24,62.0,58.9,Far,72.0,Yes,Medium,Female,D,Yes,Yes,High,College,High,No,Neutral,0,Low,4,23,Low,5,High,65.4,6
22,84.6,58.0,Far,72.0,Yes,High,Female,C,Yes,No,Low,Postgraduate,High,Yes,Negative,0,High,8,6,High,16,High,78.1,6
22,86.5,82.9,Moderate,81.0,No,Low,Female,C,Yes,No,High,College,High,No,Negative,1,High,9,13,Low,11,High,72.9,6
22,98.4,93.5,Far,76.0,Yes,Medium,Female,C,Yes,Yes,Low,Postgraduate,High,No,Neutral,0,Medium,6,13,High,6,High,70.3,6
24,61.6,94.6,Far,50.0,No,Medium,Female,D,Yes,Yes,High,Postgraduate,High,No,Neutral,0,Low,6,19,Low,16,High,64.0,6
18,54.7,82.2,Far,92.0,Yes,Medium,Male,C,No,Yes,Low,College,High,No,Neutral,0,Medium,8,2,High,8,High,78.2,0
21,63.2,76.3,Moderate,96.0,Yes,Low,Female,B,No,No,Low,Postgraduate,Low,No,Negative,1,High,7,4,High,11,High,86.9,6
23,56.1,66.6,Moderate,65.0,Yes,Low,Female,C,No,No,Low,High School,Low,Yes,Negative,1,High,6,27,High,17,High,70.9,8
19,58.5,99.0,Far,74.0,No,High,Male,C,Yes,Yes,Low,High School,High,No,Negative,0,High,5,12,High,28,High,71.2,7
24,66.7,66.0,Far,64.0,No,High,Male,C,Yes,No,High,Postgraduate,High,No,Negative,0,Low,7,2,Low,21,High,76.5,7
22,70.7,87.2,Far,90.0,No,Medium,Male,B,Yes,Yes,High,Postgraduate,High,No,Neutral,0,Medium,7,8,Low,11,High,82.6,6
19,95.2,76.6,Far,57.0,Yes,High,Female,D,No,No,High,College,High,Yes,Negative,0,High,5,0,Low,14,High,69.9,6
24,59.8,80.4,Moderate,86.0,Yes,Low,Male,C,Yes,No,Low,Postgraduate,Low,Yes,Negative,1,High,5,2,High,14,High,79.5,8
19,98.6,69.7,Far,52.0,Yes,Medium,Female,C,No,Yes,Low,College,High,Yes,Neutral,0,Medium,6,13,High,8,High,78.6,6
22,90.5,98.2,Moderate,75.0,No,Low,Female,B,No,No,Low,Postgraduate,Low,Yes,Negative,1,High,6,13,High,8,High,82.8,6
21,94.1,78.6,Far,66.0,Yes,High,Female,C,Yes,Yes,High,College,Low,No,Negative,0,High,5,13,Low,8,High,76.1,8
24,96.5,96.9,Far,56.0,No,Medium,Male,D,No,Yes,Low,Postgraduate,High,Yes,Neutral,0,Low,5,3,High,17,High,65.0,8
19,87.7,50.4,Far,55.0,No,Medium,Male,D,Yes,Yes,High,High School,High,No,Neutral,0,Medium,5,1,Low,21,High,68.7,6
20,89.4,78.6,Far,93.0,No,Medium,Female,C,Yes,Yes,Low,High School,High,No,Neutral,0,Medium,8,27,High,19,High,74.9,6
19,71.9,85.9,Moderate,70.0,No,Low,Female,D,No,No,High,Postgraduate,Low,Yes,Negative,1,High,4,19,Low,28,High,68.1,6
23,75.5,87.2,Far,76.0,Yes,Low,Female,C,Yes,No,Medium,High School,Low,No,Negative,1,High,8,27,Medium,7,High,76.6,5
22,96.6,95.2,Far,76.0,Yes,High,Male,C,Yes,No,High,Postgraduate,High,No,Negative,0,High,7,2,Low,29,High,78.4,7
18,68.9,50.2,Moderate,65.0,Yes,Low,Female,C,Yes,No,Low,Postgraduate,Low,Yes,Negative,1,High,7,20,High,16,High,71.6,1
19,52.1,50.0,Far,60.0,No,High,Male,D,Yes,No,Low,Postgraduate,High,Yes,Negative,0,High,9,2,High,9,High,67.2,7
21,88.1,73.6,Far,78.0,No,Medium,Female,D,Yes,Yes,High,Postgraduate,High,No,Neutral,0,Medium,6,19,Low,28,High,68.1,6
20,78.7,51.5,Moderate,53.0,Yes,Low,Male,F,Yes,No,Medium,Postgraduate,Low,Yes,Negative,1,High,8,2,Medium,16,High,58.7,1
20,90.7,98.7,Moderate,58.0,Yes,Low,Female,C,Yes,No,High,Postgraduate,Low,Yes,Negative,1,High,7,13,Low,13,High,70.5,6
18,53.8,61.1,Moderate,80.0,Yes,Low,Male,D,No,No,High,Postgraduate,Low,Yes,Negative,1,High,9,2,Low,9,High,69.5,8
23,81.1,73.6,Moderate,69.0,No,Low,Male,C,Yes,No,High,Postgraduate,High,Yes,Negative,1,High,4,15,Low,11,High,72.8,7
18,62.4,53.1,Moderate,62.0,Yes,Low,Male,C,Yes,No,High,Postgraduate,Low,Yes,Negative,0,High,6,2,Low,29,High,74.5,8
23,95.2,76.1,Far,41.0,No,Medium,Male,F,No,Yes,Low,Postgraduate,High,Yes,Neutral,0,Medium,9,2,High,12,High,58.5,6
19,55.5,69.0,Far,47.0,Yes,Medium,Male,F,No,Yes,High,College,High,Yes,Neutral,0,Medium,6,2,Low,28,High,53.6,0
22,92.2,52.2,Far,72.0,No,Medium,Male,B,Yes,Yes,Medium,Postgraduate,High,Yes,Neutral,0,Medium,9,8,Medium,12,High,81.5,6
21,54.4,66.8,Far,77.0,Yes,Medium,Female,C,Yes,Yes,Low,Postgraduate,High,Yes,Neutral,0,Medium,8,13,High,10,High,76.2,6
20,51.2,69.6,Far,69.0,Yes,High,Female,D,Yes,No,High,Postgraduate,High,No,Negative,0,High,6,19,Low,9,High,60.4,8
18,61.8,99.5,Far,59.0,Yes,High,Female,D,No,No,Low,Postgraduate,High,Yes,Negative,0,High,4,19,High,14,High,62.8,6
21,66.6,60.4,Far,66.0,No,High,Female,C,Yes,Yes,High,High School,Low,No,Negative,6,High,5,13,Low,10,High,73.0,6
23,81.3,77.2,Far,56.0,Yes,High,Male,D,Yes,No,Medium,High School,High,No,Negative,0,High,5,30,Medium,21,High,62.0,7
22,56.6,99.4,Far,74.0,No,High,Female,C,No,No,High,Postgraduate,High,Yes,Negative,0,High,6,13,Low,10,High,77.7,6
20,71.9,89.6,Far,88.0,Yes,Medium,Male,C,No,Yes,Low,Postgraduate,High,No,Neutral,0,Medium,9,16,High,25,High,76.2,0
20,60.2,99.7,Far,59.0,No,High,Male,C,No,No,Low,High School,High,Yes,Negative,0,High,7,5,High,25,High,74.2,7
23,92.8,98.4,Far,73.0,Yes,Medium,Male,C,Yes,Yes,Low,College,High,No,Neutral,0,Medium,6,2,High,11,High,74.5,8
22,52.2,74.5,Far,69.0,Yes,Medium,Female,D,Yes,Yes,High,Postgraduate,High,Yes,Neutral,0,Medium,5,19,Low,23,High,60.5,6
20,67.8,84.8,Moderate,79.0,Yes,Low,Male,C,Yes,No,High,High School,Low,Yes,Negative,1,High,7,15,Low,25,High,73.1,5
22,81.6,55.5,Far,56.0,Yes,High,Female,D,No,No,High,High School,High,Yes,Negative,0,High,6,0,Low,19,High,68.4,6
20,95.6,72.1,Far,49.0,Yes,High,Female,F,Yes,No,Low,High School,High,No,Negative,0,High,8,0,High,13,High,58.2,8
19,93.4,90.4,Far,70.0,Yes,Medium,Female,C,Yes,Yes,Low,High School,High,Yes,Neutral,0,Medium,7,27,High,15,High,71.3,6
23,94.8,75.3,Far,69.0,Yes,Medium,Female,D,Yes,Yes,High,College,High,No,Neutral,0,High,8,19,Low,24,High,66.5,8
22,53.1,85.1,Moderate,60.0,No,Low,Female,D,No,No,Low,College,Low,No,Negative,1,High,8,0,High,11,High,66.7,6
21,92.0,87.3,Moderate,71.0,No,Low,Male,C,Yes,No,High,College,Low,No,Negative,1,High,5,2,Low,12,High,77.2,6
19,89.0,62.7,Far,59.0,No,Medium,Male,D,No,Yes,High,College,High,Yes,Neutral,0,Medium,5,1,Low,8,High,63.9,6
24,95.1,93.8,Far,87.0,Yes,Medium,Female,B,No,Yes,Low,High School,High,No,Neutral,0,Low,4,0,High,14,High,82.3,8
21,65.6,73.0,Near,68.0,No,Medium,Male,C,No,Yes,Medium,College,High,Yes,Neutral,0,Low,6,18,Medium,6,High,74.6,2
23,95.6,60.5,Moderate,92.0,No,Low,Female,B,No,No,Low,College,Low,No,Negative,1,High,4,13,High,12,High,89.7,6
20,70.1,93.3,Far,62.0,No,High,Male,D,No,No,Low,Postgraduate,High,No,Negative,0,High,6,2,High,13,High,68.5,7
24,81.7,70.9,Moderate,43.0,No,Low,Male,C,No,No,Low,High School,Low,Yes,Negative,1,High,5,18,High,10,High,73.0,8
21,71.2,87.5,Moderate,62.0,Yes,Low,Male,C,Yes,No,High,High School,Low,Yes,Negative,0,High,6,5,Low,7,High,74.1,8
19,71.4,77.4,Moderate,70.0,No,Low,Male,C,No,No,High,High School,High,Yes,Negative,1,High,5,2,Low,17,High,72.7,7
24,77.3,69.1,Far,61.0,No,Medium,Male,D,No,Yes,Low,Postgraduate,High,No,Neutral,0,Low,7,3,High,26,High,67.1,6
24,67.8,90.5,Moderate,49.0,Yes,Low,Male,F,Yes,No,Low,College,Low,Yes,Negative,1,High,9,3,High,12,High,59.4,8
22,89.6,79.2,Far,73.0,No,High,Male,C,No,Yes,Low,College,High,Yes,Positive,2,High,7,2,High,10,Medium,75.7,7
18,81.7,69.5,Moderate,59.0,Yes,Low,Male,D,Yes,No,High,College,Low,No,Negative,1,High,7,1,Low,11,High,64.9,1
21,84.5,55.5,Far,70.0,No,High,Male,C,No,No,Low,Postgraduate,High,Yes,Negative,0,High,8,16,High,25,High,78.3,7
18,61.6,94.8,Far,61.0,Yes,High,Male,D,Yes,No,High,High School,High,Yes,Negative,0,High,4,1,Low,17,High,61.6,7
23,98.5,51.8,Far,77.0,Yes,Medium,Male,C,Yes,Yes,High,Postgraduate,High,Yes,Neutral,0,Medium,5,2,Low,7,High,74.7,0
21,83.0,93.2,Far,90.0,No,Medium,Male,C,No,Yes,Low,Postgraduate,High,No,Neutral,0,Medium,9,2,High,22,High,74.5,6
21,59.9,68.0,Far,78.0,Yes,Medium,Male,C,Yes,Yes,High,College,High,Yes,Neutral,0,Medium,8,2,Low,8,High,78.2,0
22,87.5,82.0,Far,82.0,Yes,High,Female,C,Yes,No,High,High School,High,Yes,Negative,0,High,4,27,Low,5,High,74.5,6
20,58.7,96.1,Near,68.0,Yes,Medium,Male,C,Yes,Yes,Low,High School,High,No,Neutral,0,Low,6,18,High,10,High,70.9,8
19,53.2,57.6,Far,79.0,No,High,Male,D,No,No,Medium,Postgraduate,High,Yes,Negative,0,High,6,2,Medium,8,High,64.6,7
19,76.4,78.4,Far,76.0,Yes,Medium,Male,C,No,Yes,High,Postgraduate,High,Yes,Neutral,0,Medium,9,14,Low,19,Low,78.9,0
19,77.7,88.2,Far,56.0,No,Medium,Male,D,Yes,Yes,High,Postgraduate,High,Yes,Neutral,0,Medium,7,2,Low,16,High,67.5,6
23,59.4,87.9,Far,57.0,No,High,Male,D,No,No,High,Postgraduate,High,Yes,Negative,0,High,4,2,Low,22,High,65.0,6
24,67.4,76.3,Near,60.0,Yes,Medium,Male,C,Yes,No,High,Postgraduate,High,No,Neutral,4,Low,6,4,Low,17,High,72.3,8
20,97.3,81.2,Moderate,74.0,Yes,Low,Female,C,No,No,Low,High School,Low,Yes,Negative,0,High,5,27,High,15,High,76.1,8
18,64.2,87.9,Moderate,60.0,No,Low,Female,D,Yes,No,Medium,College,Low,Yes,Negative,1,High,6,0,Medium,17,High,61.3,6
19,57.8,92.0,Moderate,65.0,No,Low,Female,D,Yes,No,High,High School,Low,No,Negative,1,High,5,0,Low,15,High,67.1,6
18,99.6,88.1,Moderate,63.0,Yes,Low,Male,C,No,No,Low,High School,Low,Yes,Negative,1,High,6,5,High,5,High,78.3,8
20,65.1,67.7,Far,71.0,No,High,Male,B,Yes,No,Low,Postgraduate,High,Yes,Negative,0,High,7,8,High,21,High,80.8,7
23,84.0,99.8,Near,67.0,No,Medium,Male,C,Yes,No,High,High School,High,No,Neutral,4,Medium,8,2,Low,28,Low,72.6,2
20,61.6,71.7,Moderate,95.0,Yes,Low,Female,B,Yes,No,Low,Postgraduate,Low,Yes,Negative,1,High,8,13,High,15,High,82.9,8
22,77.5,51.2,Far,60.0,No,High,Male,C,Yes,Yes,Low,College,High,Yes,Negative,0,High,7,2,High,15,High,71.1,7
